site_id,date,depth_in
380,7/26/2008,0
380,7/27/2008,0
380,7/28/2008,0
380,7/29/2008,0
380,7/30/2008,0
380,7/31/2008,0
380,8/1/2008,0
380,8/2/2008,0
380,8/3/2008,0
380,8/4/2008,0
380,8/5/2008,0
380,8/6/2008,0
380,8/7/2008,0
380,8/8/2008,0
380,8/9/2008,0
380,8/10/2008,0
380,8/11/2008,0
380,8/12/2008,0
380,8/13/2008,0
380,8/14/2008,0
380,8/15/2008,0
380,8/16/2008,0
380,8/17/2008,0
380,8/18/2008,0
380,8/19/2008,0
380,8/20/2008,0
380,8/21/2008,0
380,8/22/2008,0
380,8/23/2008,0
380,8/24/2008,0
380,8/25/2008,0
380,8/26/2008,0
380,8/27/2008,0
380,8/28/2008,0
380,8/29/2008,0
380,8/30/2008,0
380,8/31/2008,0
380,9/1/2008,0
380,9/2/2008,0
380,9/3/2008,0
380,9/4/2008,0
380,9/5/2008,0
380,9/6/2008,0
380,9/7/2008,0
380,9/8/2008,0
380,9/9/2008,0
380,9/10/2008,0
380,9/11/2008,0
380,9/12/2008,0
380,9/13/2008,0
380,9/14/2008,0
380,9/15/2008,0
380,9/16/2008,0
380,9/17/2008,0
380,9/18/2008,0
380,9/19/2008,0
380,9/20/2008,0
380,9/21/2008,0
380,9/22/2008,0
380,9/23/2008,0
380,9/24/2008,0
380,9/25/2008,0
380,9/26/2008,0
380,9/27/2008,0
380,9/28/2008,0
380,9/29/2008,0
380,9/30/2008,0
380,9/30/2008,-99.9
380,10/1/2008,0
380,10/2/2008,0
380,10/3/2008,0
380,10/4/2008,0
380,10/5/2008,0
380,10/6/2008,0
380,10/7/2008,0
380,10/8/2008,0
380,10/9/2008,0
380,10/10/2008,0
380,10/11/2008,0
380,10/12/2008,-99.9
380,10/13/2008,0
380,10/14/2008,0
380,10/15/2008,0
380,10/16/2008,0
380,10/17/2008,0
380,10/18/2008,0
380,10/19/2008,0
380,10/20/2008,0
380,10/21/2008,0
380,10/22/2008,0
380,10/23/2008,0
380,10/24/2008,0
380,10/25/2008,0
380,10/26/2008,0
380,10/27/2008,0
380,10/28/2008,0
380,10/29/2008,-99.9
380,10/30/2008,-99.9
380,10/31/2008,-99.9
380,11/1/2008,-99.9
380,11/2/2008,-99.9
380,11/3/2008,-99.9
380,11/4/2008,-99.9
380,11/5/2008,5
380,11/6/2008,5
380,11/7/2008,5
380,11/8/2008,4
380,11/9/2008,3
380,11/10/2008,3
380,11/11/2008,3
380,11/12/2008,5
380,11/13/2008,5
380,11/14/2008,3
380,11/15/2008,5
380,11/16/2008,5
380,11/17/2008,4
380,11/18/2008,4
380,11/19/2008,4
380,11/20/2008,5
380,11/21/2008,4
380,11/22/2008,4
380,11/23/2008,4
380,11/24/2008,5
380,11/25/2008,4
380,11/26/2008,4
380,11/27/2008,4
380,11/28/2008,7
380,11/29/2008,6
380,11/30/2008,11
380,12/1/2008,14
380,12/2/2008,13
380,12/3/2008,12
380,12/4/2008,-99.9
380,12/5/2008,9
380,12/6/2008,12
380,12/7/2008,11
380,12/8/2008,11
380,12/9/2008,11
380,12/10/2008,13
380,12/11/2008,13
380,12/12/2008,12
380,12/13/2008,-99.9
380,12/14/2008,22
380,12/15/2008,23
380,12/16/2008,23
380,12/17/2008,27
380,12/18/2008,27
380,12/19/2008,31
380,12/20/2008,29
380,12/21/2008,30
380,12/22/2008,27
380,12/23/2008,36
380,12/24/2008,36
380,12/25/2008,35
380,12/26/2008,43
380,12/27/2008,43
380,12/28/2008,40
380,12/29/2008,37
380,12/30/2008,36
380,12/31/2008,35
380,1/1/2009,34
380,1/2/2009,33
380,1/3/2009,32
380,1/4/2009,37
380,1/5/2009,34
380,1/6/2009,34
380,1/7/2009,34
380,1/8/2009,37
380,1/9/2009,35
380,1/10/2009,37
380,1/11/2009,35
380,1/12/2009,34
380,1/13/2009,35
380,1/14/2009,35
380,1/15/2009,34
380,1/16/2009,33
380,1/17/2009,33
380,1/18/2009,32
380,1/19/2009,32
380,1/20/2009,32
380,1/21/2009,32
380,1/22/2009,31
380,1/23/2009,33
380,1/24/2009,37
380,1/25/2009,44
380,1/26/2009,48
380,1/27/2009,50
380,1/28/2009,50
380,1/29/2009,49
380,1/30/2009,47
380,1/31/2009,46
380,2/1/2009,45
380,2/2/2009,44
380,2/3/2009,43
380,2/4/2009,42
380,2/5/2009,41
380,2/6/2009,41
380,2/7/2009,41
380,2/8/2009,40
380,2/9/2009,42
380,2/10/2009,46
380,2/11/2009,45
380,2/12/2009,44
380,2/13/2009,45
380,2/14/2009,48
380,2/15/2009,50
380,2/16/2009,49
380,2/17/2009,47
380,2/18/2009,50
380,2/19/2009,49
380,2/20/2009,49
380,2/21/2009,47
380,2/22/2009,47
380,2/23/2009,46
380,2/24/2009,56
380,2/25/2009,54
380,2/26/2009,52
380,2/27/2009,52
380,2/28/2009,52
380,3/1/2009,52
380,3/2/2009,50
380,3/3/2009,49
380,3/4/2009,47
380,3/5/2009,47
380,3/6/2009,47
380,3/7/2009,47
380,3/8/2009,50
380,3/9/2009,50
380,3/10/2009,49
380,3/11/2009,52
380,3/12/2009,51
380,3/13/2009,50
380,3/14/2009,50
380,3/15/2009,50
380,3/16/2009,49
380,3/17/2009,48
380,3/18/2009,47
380,3/19/2009,46
380,3/20/2009,45
380,3/21/2009,45
380,3/22/2009,44
380,3/23/2009,43
380,3/24/2009,47
380,3/25/2009,46
380,3/26/2009,48
380,3/27/2009,58
380,3/28/2009,54
380,3/29/2009,52
380,3/30/2009,50
380,3/31/2009,51
380,4/1/2009,52
380,4/2/2009,56
380,4/3/2009,54
380,4/4/2009,60
380,4/5/2009,59
380,4/6/2009,57
380,4/7/2009,52
380,4/8/2009,49
380,4/9/2009,47
380,4/10/2009,47
380,4/11/2009,44
380,4/12/2009,47
380,4/13/2009,47
380,4/14/2009,44
380,4/15/2009,43
380,4/16/2009,42
380,4/17/2009,42
380,4/18/2009,44
380,4/19/2009,42
380,4/20/2009,40
380,4/21/2009,37
380,4/22/2009,33
380,4/23/2009,32
380,4/24/2009,30
380,4/25/2009,29
380,4/26/2009,29
380,4/27/2009,27
380,4/28/2009,26
380,4/29/2009,25
380,4/30/2009,23
380,5/1/2009,20
380,5/2/2009,18
380,5/3/2009,-99.9
380,5/4/2009,16
380,5/5/2009,18
380,5/6/2009,16
380,5/7/2009,12
380,5/8/2009,10
380,5/9/2009,7
380,5/10/2009,5
380,5/11/2009,-99.9
380,5/12/2009,-99.9
380,5/13/2009,0
380,5/14/2009,0
380,5/15/2009,0
380,5/16/2009,0
380,5/17/2009,0
380,5/18/2009,0
380,5/19/2009,0
380,5/20/2009,0
380,5/21/2009,0
380,5/22/2009,0
380,5/23/2009,0
380,5/24/2009,0
380,5/25/2009,0
380,5/26/2009,0
380,5/27/2009,0
380,5/28/2009,0
380,5/29/2009,0
380,5/30/2009,0
380,5/31/2009,0
380,6/1/2009,0
380,6/2/2009,0
380,6/3/2009,0
380,6/4/2009,0
380,6/5/2009,0
380,6/6/2009,0
380,6/7/2009,0
380,6/8/2009,0
380,6/9/2009,0
380,6/10/2009,0
380,6/11/2009,0
380,6/12/2009,0
380,6/13/2009,0
380,6/14/2009,0
380,6/15/2009,0
380,6/16/2009,0
380,6/17/2009,0
380,6/18/2009,0
380,6/19/2009,0
380,6/20/2009,0
380,6/21/2009,0
380,6/22/2009,0
380,6/23/2009,0
380,6/24/2009,0
380,6/25/2009,0
380,6/26/2009,0
380,6/27/2009,0
380,6/28/2009,0
380,6/29/2009,0
380,6/30/2009,0
380,7/1/2009,0
380,7/2/2009,0
380,7/3/2009,0
380,7/4/2009,0
380,7/5/2009,0
380,7/6/2009,0
380,7/7/2009,0
380,7/8/2009,0
380,7/9/2009,0
380,7/10/2009,0
380,7/11/2009,0
380,7/12/2009,0
380,7/13/2009,0
380,7/14/2009,0
380,7/15/2009,0
380,7/16/2009,0
380,7/17/2009,0
380,7/18/2009,0
380,7/19/2009,0
380,7/20/2009,0
380,7/21/2009,0
380,7/22/2009,0
380,7/23/2009,0
380,7/24/2009,0
380,7/25/2009,0
380,7/26/2009,0
380,7/27/2009,0
380,7/28/2009,0
380,7/29/2009,0
380,7/30/2009,0
380,7/31/2009,0
380,8/1/2009,0
380,8/2/2009,0
380,8/3/2009,0
380,8/4/2009,0
380,8/5/2009,0
380,8/6/2009,0
380,8/7/2009,0
380,8/8/2009,0
380,8/9/2009,0
380,8/10/2009,0
380,8/11/2009,0
380,8/12/2009,0
380,8/13/2009,0
380,8/14/2009,0
380,8/15/2009,0
380,8/16/2009,0
380,8/17/2009,0
380,8/18/2009,0
380,8/19/2009,0
380,8/20/2009,0
380,8/21/2009,0
380,8/22/2009,0
380,8/23/2009,0
380,8/24/2009,0
380,8/25/2009,0
380,8/26/2009,0
380,8/27/2009,0
380,8/28/2009,0
380,8/29/2009,0
380,8/30/2009,0
380,8/31/2009,0
380,9/1/2009,0
380,9/2/2009,0
380,9/3/2009,0
380,9/4/2009,0
380,9/5/2009,0
380,9/6/2009,0
380,9/7/2009,0
380,9/8/2009,0
380,9/9/2009,0
380,9/10/2009,0
380,9/11/2009,0
380,9/12/2009,0
380,9/13/2009,0
380,9/14/2009,0
380,9/15/2009,0
380,9/16/2009,0
380,9/17/2009,0
380,9/18/2009,0
380,9/19/2009,0
380,9/20/2009,0
380,9/21/2009,0
380,9/22/2009,0
380,9/23/2009,0
380,9/24/2009,0
380,9/25/2009,0
380,9/26/2009,0
380,9/27/2009,0
380,9/28/2009,0
380,9/29/2009,0
380,9/30/2009,0
380,9/30/2009,-99.9
380,10/1/2009,0
380,10/2/2009,0
380,10/3/2009,0
380,10/4/2009,0
380,10/5/2009,1
380,10/6/2009,1
380,10/7/2009,0
380,10/8/2009,0
380,10/9/2009,0
380,10/10/2009,0
380,10/11/2009,0
380,10/12/2009,0
380,10/13/2009,0
380,10/14/2009,1
380,10/15/2009,3
380,10/16/2009,2
380,10/17/2009,2
380,10/18/2009,1
380,10/19/2009,-99.9
380,10/20/2009,-99.9
380,10/21/2009,-99.9
380,10/22/2009,0
380,10/23/2009,0
380,10/24/2009,0
380,10/25/2009,-99.9
380,10/26/2009,1
380,10/27/2009,1
380,10/28/2009,2
380,10/29/2009,8
380,10/30/2009,7
380,10/31/2009,6
380,11/1/2009,5
380,11/2/2009,5
380,11/3/2009,5
380,11/4/2009,4
380,11/5/2009,4
380,11/6/2009,4
380,11/7/2009,3
380,11/8/2009,3
380,11/9/2009,3
380,11/10/2009,3
380,11/11/2009,3
380,11/12/2009,3
380,11/13/2009,3
380,11/14/2009,9
380,11/15/2009,12
380,11/16/2009,11
380,11/17/2009,9
380,11/18/2009,9
380,11/19/2009,9
380,11/20/2009,9
380,11/21/2009,8
380,11/22/2009,9
380,11/23/2009,8
380,11/24/2009,11
380,11/25/2009,10
380,11/26/2009,10
380,11/27/2009,9
380,11/28/2009,9
380,11/29/2009,9
380,11/30/2009,9
380,12/1/2009,9
380,12/2/2009,10
380,12/3/2009,10
380,12/4/2009,10
380,12/5/2009,9
380,12/6/2009,9
380,12/7/2009,11
380,12/8/2009,19
380,12/9/2009,24
380,12/10/2009,23
380,12/11/2009,21
380,12/12/2009,20
380,12/13/2009,24
380,12/14/2009,31
380,12/15/2009,29
380,12/16/2009,28
380,12/17/2009,26
380,12/18/2009,25
380,12/19/2009,24
380,12/20/2009,24
380,12/21/2009,23
380,12/22/2009,23
380,12/23/2009,25
380,12/24/2009,24
380,12/25/2009,24
380,12/26/2009,24
380,12/27/2009,24
380,12/28/2009,24
380,12/29/2009,23
380,12/30/2009,24
380,12/31/2009,26
380,1/1/2010,26
380,1/2/2010,25
380,1/3/2010,30
380,1/4/2010,29
380,1/5/2010,28
380,1/6/2010,27
380,1/7/2010,28
380,1/8/2010,28
380,1/9/2010,27
380,1/10/2010,27
380,1/11/2010,27
380,1/12/2010,26
380,1/13/2010,26
380,1/14/2010,26
380,1/15/2010,26
380,1/16/2010,26
380,1/17/2010,26
380,1/18/2010,25
380,1/19/2010,25
380,1/20/2010,29
380,1/21/2010,29
380,1/22/2010,36
380,1/23/2010,38
380,1/24/2010,43
380,1/25/2010,41
380,1/26/2010,39
380,1/27/2010,39
380,1/28/2010,43
380,1/29/2010,42
380,1/30/2010,41
380,1/31/2010,40
380,2/1/2010,40
380,2/2/2010,40
380,2/3/2010,39
380,2/4/2010,38
380,2/5/2010,38
380,2/6/2010,37
380,2/7/2010,39
380,2/8/2010,42
380,2/9/2010,41
380,2/10/2010,40
380,2/11/2010,40
380,2/12/2010,39
380,2/13/2010,38
380,2/14/2010,41
380,2/15/2010,40
380,2/16/2010,40
380,2/17/2010,39
380,2/18/2010,38
380,2/19/2010,40
380,2/20/2010,52
380,2/21/2010,55
380,2/22/2010,55
380,2/23/2010,53
380,2/24/2010,51
380,2/25/2010,49
380,2/26/2010,48
380,2/27/2010,48
380,2/28/2010,46
380,3/1/2010,46
380,3/2/2010,45
380,3/3/2010,44
380,3/4/2010,44
380,3/5/2010,44
380,3/6/2010,44
380,3/7/2010,44
380,3/8/2010,44
380,3/9/2010,44
380,3/10/2010,44
380,3/11/2010,44
380,3/12/2010,43
380,3/13/2010,43
380,3/14/2010,43
380,3/15/2010,43
380,3/16/2010,42
380,3/17/2010,42
380,3/18/2010,41
380,3/19/2010,41
380,3/20/2010,46
380,3/21/2010,46
380,3/22/2010,43
380,3/23/2010,43
380,3/24/2010,44
380,3/25/2010,44
380,3/26/2010,43
380,3/27/2010,44
380,3/28/2010,44
380,3/29/2010,43
380,3/30/2010,42
380,3/31/2010,40
380,4/1/2010,40
380,4/2/2010,45
380,4/3/2010,44
380,4/4/2010,48
380,4/5/2010,46
380,4/6/2010,46
380,4/7/2010,51
380,4/8/2010,48
380,4/9/2010,45
380,4/10/2010,44
380,4/11/2010,43
380,4/12/2010,40
380,4/13/2010,39
380,4/14/2010,38
380,4/15/2010,35
380,4/16/2010,34
380,4/17/2010,34
380,4/18/2010,31
380,4/19/2010,30
380,4/20/2010,28
380,4/21/2010,26
380,4/22/2010,24
380,4/23/2010,25
380,4/24/2010,28
380,4/25/2010,25
380,4/26/2010,27
380,4/27/2010,23
380,4/28/2010,21
380,4/29/2010,20
380,4/30/2010,22
380,5/1/2010,21
380,5/2/2010,20
380,5/3/2010,24
380,5/4/2010,20
380,5/5/2010,17
380,5/6/2010,15
380,5/7/2010,15
380,5/8/2010,13
380,5/9/2010,11
380,5/10/2010,9
380,5/11/2010,8
380,5/12/2010,11
380,5/13/2010,7
380,5/14/2010,12
380,5/15/2010,14
380,5/16/2010,9
380,5/17/2010,7
380,5/18/2010,4
380,5/19/2010,5
380,5/20/2010,4
380,5/21/2010,-99.9
380,5/22/2010,-99.9
380,5/23/2010,-99.9
380,5/24/2010,0
380,5/25/2010,0
380,5/26/2010,0
380,5/27/2010,0
380,5/28/2010,0
380,5/29/2010,0
380,5/30/2010,0
380,5/31/2010,0
380,6/1/2010,0
380,6/2/2010,0
380,6/3/2010,0
380,6/4/2010,0
380,6/5/2010,0
380,6/6/2010,0
380,6/7/2010,0
380,6/8/2010,0
380,6/9/2010,0
380,6/10/2010,0
380,6/11/2010,0
380,6/12/2010,0
380,6/13/2010,0
380,6/14/2010,0
380,6/15/2010,0
380,6/16/2010,0
380,6/17/2010,0
380,6/18/2010,0
380,6/19/2010,0
380,6/20/2010,0
380,6/21/2010,0
380,6/22/2010,0
380,6/23/2010,0
380,6/24/2010,0
380,6/25/2010,0
380,6/26/2010,0
380,6/27/2010,0
380,6/28/2010,0
380,6/29/2010,0
380,6/30/2010,0
380,7/1/2010,0
380,7/2/2010,0
380,7/3/2010,0
380,7/4/2010,0
380,7/5/2010,0
380,7/6/2010,0
380,7/7/2010,0
380,7/8/2010,0
380,7/9/2010,0
380,7/10/2010,0
380,7/11/2010,0
380,7/12/2010,0
380,7/13/2010,0
380,7/14/2010,0
380,7/15/2010,0
380,7/16/2010,0
380,7/17/2010,0
380,7/18/2010,0
380,7/19/2010,0
380,7/20/2010,0
380,7/21/2010,0
380,7/22/2010,0
380,7/23/2010,0
380,7/24/2010,0
380,7/25/2010,0
380,7/26/2010,0
380,7/27/2010,0
380,7/28/2010,0
380,7/29/2010,0
380,7/30/2010,0
380,7/31/2010,0
380,8/1/2010,0
380,8/2/2010,0
380,8/3/2010,0
380,8/4/2010,0
380,8/5/2010,0
380,8/6/2010,0
380,8/7/2010,0
380,8/8/2010,0
380,8/9/2010,0
380,8/10/2010,0
380,8/11/2010,0
380,8/12/2010,0
380,8/13/2010,0
380,8/14/2010,0
380,8/15/2010,0
380,8/16/2010,0
380,8/17/2010,0
380,8/18/2010,0
380,8/19/2010,0
380,8/20/2010,0
380,8/21/2010,0
380,8/22/2010,0
380,8/23/2010,0
380,8/24/2010,0
380,8/25/2010,0
380,8/26/2010,0
380,8/27/2010,0
380,8/28/2010,0
380,8/29/2010,0
380,8/30/2010,0
380,8/31/2010,0
380,9/1/2010,0
380,9/2/2010,0
380,9/3/2010,0
380,9/4/2010,0
380,9/5/2010,0
380,9/6/2010,0
380,9/7/2010,0
380,9/8/2010,0
380,9/9/2010,0
380,9/10/2010,0
380,9/11/2010,0
380,9/12/2010,0
380,9/13/2010,0
380,9/14/2010,0
380,9/15/2010,0
380,9/16/2010,0
380,9/17/2010,0
380,9/18/2010,0
380,9/19/2010,0
380,9/20/2010,0
380,9/21/2010,0
380,9/22/2010,0
380,9/23/2010,0
380,9/24/2010,0
380,9/25/2010,0
380,9/26/2010,0
380,9/27/2010,0
380,9/28/2010,0
380,9/29/2010,0
380,9/30/2010,0
380,9/30/2010,-99.9
380,10/1/2010,0
380,10/2/2010,0
380,10/3/2010,0
380,10/4/2010,0
380,10/5/2010,0
380,10/6/2010,0
380,10/7/2010,0
380,10/8/2010,0
380,10/9/2010,0
380,10/10/2010,0
380,10/11/2010,0
380,10/12/2010,0
380,10/13/2010,0
380,10/14/2010,0
380,10/15/2010,0
380,10/16/2010,0
380,10/17/2010,0
380,10/18/2010,0
380,10/19/2010,0
380,10/20/2010,0
380,10/21/2010,0
380,10/22/2010,0
380,10/23/2010,0
380,10/24/2010,1
380,10/25/2010,1
380,10/26/2010,6
380,10/27/2010,10
380,10/28/2010,8
380,10/29/2010,7
380,10/30/2010,6
380,10/31/2010,6
380,11/1/2010,6
380,11/2/2010,6
380,11/3/2010,4
380,11/4/2010,4
380,11/5/2010,3
380,11/6/2010,3
380,11/7/2010,2
380,11/8/2010,3
380,11/9/2010,2
380,11/10/2010,4
380,11/11/2010,7
380,11/12/2010,6
380,11/13/2010,6
380,11/14/2010,6
380,11/15/2010,6
380,11/16/2010,9
380,11/17/2010,12
380,11/18/2010,10
380,11/19/2010,10
380,11/20/2010,9
380,11/21/2010,9
380,11/22/2010,12
380,11/23/2010,13
380,11/24/2010,12
380,11/25/2010,13
380,11/26/2010,14
380,11/27/2010,13
380,11/28/2010,12
380,11/29/2010,16
380,11/30/2010,15
380,12/1/2010,15
380,12/2/2010,15
380,12/3/2010,15
380,12/4/2010,14
380,12/5/2010,14
380,12/6/2010,14
380,12/7/2010,16
380,12/8/2010,17
380,12/9/2010,16
380,12/10/2010,16
380,12/11/2010,21
380,12/12/2010,20
380,12/13/2010,19
380,12/14/2010,18
380,12/15/2010,18
380,12/16/2010,21
380,12/17/2010,20
380,12/18/2010,19
380,12/19/2010,35
380,12/20/2010,37
380,12/21/2010,42
380,12/22/2010,45
380,12/23/2010,41
380,12/24/2010,41
380,12/25/2010,40
380,12/26/2010,39
380,12/27/2010,40
380,12/28/2010,38
380,12/29/2010,38
380,12/30/2010,47
380,12/31/2010,46
380,1/1/2011,44
380,1/2/2011,43
380,1/3/2011,42
380,1/4/2011,41
380,1/5/2011,41
380,1/6/2011,40
380,1/7/2011,40
380,1/8/2011,39
380,1/9/2011,37
380,1/10/2011,43
380,1/11/2011,42
380,1/12/2011,42
380,1/13/2011,40
380,1/14/2011,40
380,1/15/2011,39
380,1/16/2011,39
380,1/17/2011,38
380,1/18/2011,40
380,1/19/2011,40
380,1/20/2011,45
380,1/21/2011,45
380,1/22/2011,44
380,1/23/2011,48
380,1/24/2011,46
380,1/25/2011,45
380,1/26/2011,44
380,1/27/2011,44
380,1/28/2011,43
380,1/29/2011,43
380,1/30/2011,42
380,1/31/2011,42
380,2/1/2011,43
380,2/2/2011,43
380,2/3/2011,43
380,2/4/2011,42
380,2/5/2011,41
380,2/6/2011,46
380,2/7/2011,46
380,2/8/2011,49
380,2/9/2011,49
380,2/10/2011,48
380,2/11/2011,47
380,2/12/2011,47
380,2/13/2011,46
380,2/14/2011,45
380,2/15/2011,45
380,2/16/2011,44
380,2/17/2011,44
380,2/18/2011,46
380,2/19/2011,45
380,2/20/2011,50
380,2/21/2011,51
380,2/22/2011,50
380,2/23/2011,49
380,2/24/2011,49
380,2/25/2011,52
380,2/26/2011,54
380,2/27/2011,55
380,2/28/2011,56
380,3/1/2011,55
380,3/2/2011,53
380,3/3/2011,53
380,3/4/2011,54
380,3/5/2011,55
380,3/6/2011,53
380,3/7/2011,55
380,3/8/2011,56
380,3/9/2011,57
380,3/10/2011,57
380,3/11/2011,55
380,3/12/2011,53
380,3/13/2011,52
380,3/14/2011,53
380,3/15/2011,52
380,3/16/2011,51
380,3/17/2011,50
380,3/18/2011,51
380,3/19/2011,50
380,3/20/2011,49
380,3/21/2011,49
380,3/22/2011,51
380,3/23/2011,53
380,3/24/2011,52
380,3/25/2011,52
380,3/26/2011,57
380,3/27/2011,59
380,3/28/2011,62
380,3/29/2011,64
380,3/30/2011,62
380,3/31/2011,59
380,4/1/2011,55
380,4/2/2011,54
380,4/3/2011,52
380,4/4/2011,55
380,4/5/2011,53
380,4/6/2011,50
380,4/7/2011,52
380,4/8/2011,49
380,4/9/2011,49
380,4/10/2011,49
380,4/11/2011,49
380,4/12/2011,48
380,4/13/2011,47
380,4/14/2011,46
380,4/15/2011,47
380,4/16/2011,45
380,4/17/2011,43
380,4/18/2011,42
380,4/19/2011,46
380,4/20/2011,52
380,4/21/2011,46
380,4/22/2011,48
380,4/23/2011,46
380,4/24/2011,52
380,4/25/2011,51
380,4/26/2011,50
380,4/27/2011,53
380,4/28/2011,50
380,4/29/2011,47
380,4/30/2011,49
380,5/1/2011,47
380,5/2/2011,47
380,5/3/2011,46
380,5/4/2011,44
380,5/5/2011,43
380,5/6/2011,40
380,5/7/2011,38
380,5/8/2011,35
380,5/9/2011,33
380,5/10/2011,33
380,5/11/2011,36
380,5/12/2011,35
380,5/13/2011,33
380,5/14/2011,30
380,5/15/2011,29
380,5/16/2011,26
380,5/17/2011,24
380,5/18/2011,23
380,5/19/2011,26
380,5/20/2011,26
380,5/21/2011,25
380,5/22/2011,26
380,5/23/2011,24
380,5/24/2011,23
380,5/25/2011,20
380,5/26/2011,19
380,5/27/2011,17
380,5/28/2011,14
380,5/29/2011,10
380,5/30/2011,7
380,5/31/2011,6
380,6/1/2011,2
380,6/2/2011,1
380,6/3/2011,0
380,6/4/2011,0
380,6/5/2011,0
380,6/6/2011,0
380,6/7/2011,0
380,6/8/2011,0
380,6/9/2011,0
380,6/10/2011,0
380,6/11/2011,0
380,6/12/2011,0
380,6/13/2011,0
380,6/14/2011,0
380,6/15/2011,0
380,6/16/2011,0
380,6/17/2011,0
380,6/18/2011,0
380,6/19/2011,0
380,6/20/2011,0
380,6/21/2011,0
380,6/22/2011,0
380,6/23/2011,0
380,6/24/2011,0
380,6/25/2011,0
380,6/26/2011,0
380,6/27/2011,0
380,6/28/2011,0
380,6/29/2011,0
380,6/30/2011,0
380,7/1/2011,0
380,7/2/2011,0
380,7/3/2011,0
380,7/4/2011,0
380,7/5/2011,0
380,7/6/2011,0
380,7/7/2011,0
380,7/8/2011,0
380,7/9/2011,0
380,7/10/2011,0
380,7/11/2011,0
380,7/12/2011,0
380,7/13/2011,0
380,7/14/2011,0
380,7/15/2011,0
380,7/16/2011,0
380,7/17/2011,0
380,7/18/2011,0
380,7/19/2011,0
380,7/20/2011,0
380,7/21/2011,0
380,7/22/2011,0
380,7/23/2011,0
380,7/24/2011,0
380,7/25/2011,0
380,7/26/2011,0
380,7/27/2011,0
380,7/28/2011,0
380,7/29/2011,0
380,7/30/2011,0
380,7/31/2011,0
380,8/1/2011,0
380,8/2/2011,0
380,8/3/2011,0
380,8/4/2011,0
380,8/5/2011,0
380,8/6/2011,0
380,8/7/2011,0
380,8/8/2011,0
380,8/9/2011,0
380,8/10/2011,0
380,8/11/2011,0
380,8/12/2011,0
380,8/13/2011,0
380,8/14/2011,0
380,8/15/2011,0
380,8/16/2011,0
380,8/17/2011,0
380,8/18/2011,0
380,8/19/2011,0
380,8/20/2011,0
380,8/21/2011,0
380,8/22/2011,0
380,8/23/2011,0
380,8/24/2011,0
380,8/25/2011,0
380,8/26/2011,0
380,8/27/2011,0
380,8/28/2011,0
380,8/29/2011,0
380,8/30/2011,0
380,8/31/2011,0
380,9/1/2011,0
380,9/2/2011,0
380,9/3/2011,0
380,9/4/2011,0
380,9/5/2011,0
380,9/6/2011,0
380,9/7/2011,0
380,9/8/2011,0
380,9/9/2011,0
380,9/10/2011,0
380,9/11/2011,0
380,9/12/2011,0
380,9/13/2011,0
380,9/14/2011,0
380,9/15/2011,0
380,9/16/2011,0
380,9/17/2011,0
380,9/18/2011,0
380,9/19/2011,0
380,9/20/2011,0
380,9/21/2011,0
380,9/22/2011,0
380,9/23/2011,0
380,9/24/2011,0
380,9/25/2011,0
380,9/26/2011,0
380,9/27/2011,0
380,9/28/2011,0
380,9/29/2011,0
380,9/30/2011,0
380,9/30/2011,-99.9
380,10/1/2011,0
380,10/2/2011,0
380,10/3/2011,0
380,10/4/2011,0
380,10/5/2011,0
380,10/6/2011,0
380,10/7/2011,0
380,10/8/2011,0
380,10/9/2011,0
380,10/10/2011,0
380,10/11/2011,0
380,10/12/2011,0
380,10/13/2011,0
380,10/14/2011,0
380,10/15/2011,0
380,10/16/2011,0
380,10/17/2011,0
380,10/18/2011,0
380,10/19/2011,0
380,10/20/2011,0
380,10/21/2011,0
380,10/22/2011,0
380,10/23/2011,0
380,10/24/2011,0
380,10/25/2011,0
380,10/26/2011,2
380,10/27/2011,4
380,10/28/2011,3
380,10/29/2011,3
380,10/30/2011,3
380,10/31/2011,2
380,11/1/2011,1
380,11/2/2011,2
380,11/3/2011,4
380,11/4/2011,4
380,11/5/2011,4
380,11/6/2011,7
380,11/7/2011,7
380,11/8/2011,7
380,11/9/2011,7
380,11/10/2011,7
380,11/11/2011,6
380,11/12/2011,6
380,11/13/2011,7
380,11/14/2011,11
380,11/15/2011,11
380,11/16/2011,11
380,11/17/2011,11
380,11/18/2011,10
380,11/19/2011,10
380,11/20/2011,10
380,11/21/2011,10
380,11/22/2011,9
380,11/23/2011,11
380,11/24/2011,10
380,11/25/2011,10
380,11/26/2011,12
380,11/27/2011,11
380,11/28/2011,11
380,11/29/2011,11
380,11/30/2011,11
380,12/1/2011,11
380,12/2/2011,11
380,12/3/2011,11
380,12/4/2011,14
380,12/5/2011,14
380,12/6/2011,14
380,12/7/2011,14
380,12/8/2011,13
380,12/9/2011,13
380,12/10/2011,13
380,12/11/2011,13
380,12/12/2011,13
380,12/13/2011,13
380,12/14/2011,13
380,12/15/2011,15
380,12/16/2011,15
380,12/17/2011,15
380,12/18/2011,14
380,12/19/2011,14
380,12/20/2011,14
380,12/21/2011,14
380,12/22/2011,14
380,12/23/2011,14
380,12/24/2011,14
380,12/25/2011,14
380,12/26/2011,14
380,12/27/2011,14
380,12/28/2011,13
380,12/29/2011,13
380,12/30/2011,14
380,12/31/2011,14
380,1/1/2012,14
380,1/2/2012,14
380,1/3/2012,14
380,1/4/2012,14
380,1/5/2012,14
380,1/6/2012,14
380,1/7/2012,14
