siteID,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,Na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,flagBr,Br,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO10,NS4544SW,"1999-02-02 21:20","1999-02-09 18:20",199902,5.080,4.600," ",.048," ",.003," ",.003," ",.008," ",.020," ",.420," ",.040," ",.190,0,-9,470.100,-9.990,6.924,"w ","            ",2000-03-01
CO10,NS4735SW,"1999-02-09 18:20","1999-02-16 18:23",199902,4.710,11.100," ",.140," ",.010," ",.006," ",.015," ",.040," ",1.680," ",.050," ",.130,0,-9,307.600,-9.990,4.530,"w ","            ",2000-03-01
CO10,NS5102SW,"1999-02-16 18:23","1999-02-23 17:50",199902,4.740,10.900," ",.099," ",.009," ",.012," ",.030," ",.080," ",1.040," ",.120," ",.530,0,-9,879.600,16.510,16.510,"w ","            ",2000-03-01
CO10,NS5201SW,"1999-02-23 17:50","1999-03-02 17:50",199902,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",2000-03-01
CO10,NS5588SW,"1999-03-02 18:00","1999-03-09 18:10",199903,6.140,6.200," ",.571," ",.045," ",.022," ",.152," ",.110," ",1.160," ",.090," ",.410,0,-9,1025.200,17.272,17.272,"w ","            ",2000-03-01
CO10,NS5698SW,"1999-03-09 18:10","1999-03-16 18:15",199903,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,16.900,.762,.762,"  ","vc          ",2000-03-01
CO10,NS5929SW,"1999-03-16 18:15","1999-03-23 17:40",199903,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",2000-03-01
CO10,NS6228SW,"1999-03-23 17:40","1999-03-30 18:40",199903,5.120,10.800," ",.503," ",.057," ",.033," ",.115," ",.250," ",1.840," ",.140," ",1.190,0,-9,515.100,9.144,9.144,"w ","            ",2000-03-01
CO10,NS6460SW,"1999-03-30 18:40","1999-04-06 17:13",199904,7.840,60.800," ",10.300," ",.285," ",.365," ",.306," ",.020," ",.490," ",.190," ",2.760,0,-9,695.000,16.256,16.256,"w ","            ",2000-03-01
CO10,NS6622SW,"1999-04-06 17:30","1999-04-13 16:00",199904,6.400,6.000," ",.786," ",.046," ",.029," ",.088," ",.020," ",.610," ",.070," ",.470,0,-9,151.500,8.128,8.128,"w ","            ",2000-03-01
CO10,NS6889SW,"1999-04-13 16:00","1999-04-20 16:15",199904,6.310,5.400," ",.450," ",.027," ",.013," ",.078,<,.070," ",.640,<,.020," ",.370,0,-9,29.600,1.016,1.016,wa,"            ",2002-06-10
CO10,NS7070SW,"1999-04-20 16:15","1999-04-27 17:32",199904,5.790,4.800," ",.255," ",.024," ",.020," ",.075," ",.160," ",.550," ",.100," ",.460,0,-9,2995.100,46.990,46.990,"w ","            ",2000-03-01
CO10,NS7398SW,"1999-04-27 17:32","1999-04-30 22:15",199904,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2747.100,33.528,33.528,"  ","u           ",
CO10,NS7396SW,"1999-04-30 22:15","1999-05-04 17:15",199905,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000,0,-9,1738.100,-9.990,25.601,"  ","u           ",
CO10,NS7612SW,"1999-05-04 17:15","1999-05-11 18:45",199905,5.590,4.400," ",.252," ",.030," ",.018," ",.040," ",.060," ",.540," ",.060," ",.400,0,-9,295.700,10.668,10.668,"w ","            ",
CO10,NS7684SW,"1999-05-11 18:45","1999-05-18 17:31",199905,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,NS7996SW,"1999-05-18 17:31","1999-05-25 15:30",199905,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,.000,.000,"d ","            ",
CO10,NS8157SW,"1999-05-25 15:40","1999-06-01 15:40",199905,4.800,12.500," ",.226," ",.031," ",.031," ",.038," ",.320," ",1.700," ",.130," ",.860,0,-9,798.100,13.716,13.716,"w ","            ",
CO10,NS8369SW,"1999-06-01 15:40","1999-06-08 16:40",199906,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,291.500,-9.990,4.293,"  ","c           ",
CO10,NS8626SW,"1999-06-08 16:40","1999-06-15 16:26",199906,4.810,13.100," ",.361," ",.042," ",.028," ",.065," ",.250," ",2.140," ",.140," ",.780,0,-9,260.900,5.334,5.334,"w ","            ",
CO10,NS8835SW,"1999-06-15 16:26","1999-06-22 18:08",199906,4.920,9.100," ",.164," ",.023," ",.091," ",.038," ",.140," ",1.020," ",.080," ",.590,0,-9,1135.500,14.478,14.478,"w ","            ",
CO10,NS9026SW,"1999-06-22 18:08","1999-06-29 18:30",199906,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,NS9264SW,"1999-06-29 18:30","1999-07-06 17:55",199907,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,23.400,7.366,7.366,"  ","vu          ",
CO10,NS9579SW,"1999-07-06 17:55","1999-07-13 18:30",199907,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,7.112,7.112,"  ","v           ",
CO10,NS9728SW,"1999-07-13 18:30","1999-07-20 18:20",199907,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1050.900,24.384,24.384,"  ","vb          ",
CO10,NT0005SW,"1999-07-20 18:20","1999-07-27 17:50",199907,4.820,8.300," ",.046," ",.007," ",.011," ",.014," ",.070," ",.690," ",.040," ",.380,0,-9,1885.100,26.670,26.670,"w ","            ",
CO10,NT0295SW,"1999-07-27 18:00","1999-08-03 22:15",199907,4.690,10.900," ",.066," ",.007," ",.012," ",.009," ",.090," ",1.260," ",.040," ",.380,0,-9,1212.200,-9.990,17.855,"w ","            ",
CO10,NT0456SW,"1999-08-03 22:15","1999-08-10 22:20",199908,4.970,6.400," ",.031," ",.004," ",.006," ",.003," ",.090," ",.610," ",.040," ",.300,0,-9,658.100,-9.990,9.693,"w ","            ",
CO10,NT0675SW,"1999-08-10 22:20","1999-08-17 21:45",199908,4.950,7.300," ",.066," ",.006," ",.009," ",.017," ",.100," ",.640," ",.040," ",.460,0,-9,1662.000,-9.990,24.480,"w ","            ",
CO10,NT0967SW,"1999-08-17 21:45","1999-08-24 21:28",199908,4.770,9.900," ",.075," ",.006," ",.003," ",.012," ",.100," ",.870," ",.040," ",.550,0,-9,1880.400,-9.990,27.697,"w ","            ",
CO10,NT1134SW,"1999-08-24 21:28","1999-08-31 20:25",199908,4.820,9.500," ",.154," ",.013," ",.019," ",.023," ",.150," ",.910," ",.060," ",.630,0,-9,864.100,11.430,11.430,"w ","            ",
CO10,NT1434SW,"1999-08-31 20:25","1999-09-07 22:50",199909,4.880,9.400," ",.126," ",.009," ",.010," ",.029," ",.210," ",.950," ",.060," ",.700,0,-9,883.900,13.462,13.462,"w ","            ",
CO10,NT2590SW,"1999-09-07 22:50","1999-09-14 20:40",199909,5.020,9.000," ",.179," ",.020," ",.079," ",.031," ",.250," ",1.190," ",.090," ",.710,0,-9,354.800,-9.990,5.226,"w ","            ",
CO10,NT1889SW,"1999-09-14 20:40","1999-09-21 17:40",199909,5.230,4.300," ",.046," ",.003,<,.003," ",.006," ",.050," ",.390,<,.030," ",.220,0,-9,2585.500,-9.990,38.083,"w ","            ",
CO10,NT2083SW,"1999-09-21 17:40","1999-09-28 16:19",199909,5.140,7.100," ",.153," ",.012," ",.010," ",.051," ",.170," ",.870," ",.100," ",.460,0,-9,418.300,7.112,7.112,"w ","            ",
CO10,NT2355SW,"1999-09-28 16:19","1999-10-05 23:13",199910,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,NT2595SW,"1999-10-05 23:13","1999-10-12 15:15",199910,5.350,6.100," ",.376," ",.022," ",.017," ",.031," ",.130," ",.810," ",.040," ",.650,0,-9,1866.600,-9.990,27.494,"w ","            ",
CO10,NT2777SW,"1999-10-12 15:15","1999-10-19 15:45",199910,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,.000,.000,"d ","            ",
CO10,NT2981SW,"1999-10-19 15:45","1999-10-26 16:15",199910,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,NT3294SW,"1999-10-26 16:15","1999-11-02 15:45",199910,5.310,13.000," ",.853," ",.091," ",.087," ",.099," ",.320," ",2.590," ",.170," ",1.540,0,-9,358.800,-9.990,5.285,"w ","            ",
CO10,NT3628SW,"1999-11-02 15:45","1999-11-09 15:50",199911,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,NT3631SW,"1999-11-09 15:50","1999-11-17 01:41",199911,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,NT3910SW,"1999-11-17 01:41","1999-11-23 15:10",199911,6.140,5.500," ",.640," ",.037," ",.042," ",.034," ",.040," ",1.070," ",.040," ",.360,0,-9,895.400,14.478,14.478,"w ","            ",
CO10,NT4051SW,"1999-11-23 15:20","1999-12-01 03:20",199911,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,NT4374SW,"1999-12-01 03:20","1999-12-07 20:40",199912,5.870,3.400," ",.304," ",.023," ",.018," ",.019,<,.020," ",.551," ",.036," ",.160,0,-9,296.100,5.080,5.080,"w ","            ",
CO10,NT4865SW,"1999-12-07 20:40","1999-12-14 19:50",199912,5.350,4.400," ",.099," ",.008," ",.010," ",.011,<,.020," ",.633,<,.030," ",.099,0,-9,333.400,9.652,9.652,"w ","            ",
CO10,NT4899SW,"1999-12-14 19:50","1999-12-21 19:30",199912,5.250,4.400," ",.077," ",.007," ",.012," ",.022," ",.040," ",.550," ",.038," ",.203,0,-9,264.000,6.858,6.858,"w ","            ",
CO10,NT5251SW,"1999-12-21 19:30","1999-12-29 03:20",199912,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,NT5280SW,"1999-12-29 03:20","2000-01-04 19:45",200001,4.900,6.400," ",.020,<,.003," ",.004," ",.008," ",.039," ",.822," ",.024," ",.092,0,-9,536.000,10.414,10.414,"w ","            ",
CO10,NT5514SW,"2000-01-04 19:45","2000-01-11 19:05",200001,5.360,3.700," ",.118," ",.012," ",.012," ",.036,<,.020," ",.435," ",.061," ",.189,0,-9,58.300,6.858,6.858,"w ","            ",
CO10,NT5769SW,"2000-01-11 19:05","2000-01-18 20:20",200001,4.940,6.700," ",.038,<,.003," ",.011," ",.008," ",.093," ",.432," ",.045," ",.535,0,-9,792.200,12.192,12.192,"w ","            ",
CO10,NT6019SW,"2000-01-18 20:20","2000-01-25 18:15",200001,4.830,7.600," ",.042," ",.004," ",.009," ",.007," ",.079," ",.807," ",.032," ",.386,0,-9,943.500,28.448,28.448,"w ","            ",
CO10,NT6248SW,"2000-01-25 18:15","2000-02-01 21:10",200001,5.380,2.100," ",.013,<,.003," ",.006," ",.012,<,.020," ",.134," ",.018," ",.043,0,-9,1185.400,19.558,19.558,"w ","            ",
CO10,NT6602SW,"2000-02-01 21:10","2000-02-08 22:30",200002,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.100,.000,.000,"d ","            ",
CO10,NT6625SW,"2000-02-08 22:30","2000-02-15 18:40",200002,4.940,6.400," ",.044," ",.004," ",.006," ",.009," ",.058," ",.707," ",.024," ",.282,0,-9,1295.500,-9.990,19.082,"w ","            ",
CO10,NT6885SW,"2000-02-15 18:40","2000-02-22 18:15",200002,5.150,4.800," ",.065," ",.005," ",.006," ",.047,<,.020," ",.573," ",.077," ",.191,0,-9,590.400,14.224,14.224,"w ","            ",
CO10,NT7192SW,"2000-02-22 18:15","2000-02-29 18:35",200002,5.100,5.700," ",.101," ",.014," ",.011," ",.046,<,.020," ",.544," ",.067," ",.338,0,-9,80.900,2.032,2.032,"w ","            ",
CO10,NT7451SW,"2000-02-29 18:35","2000-03-07 21:45",200003,5.610,3.400," ",.122," ",.015," ",.019," ",.051," ",.097," ",.439," ",.051," ",.285,0,-9,488.700,6.604,6.604,"w ","            ",
CO10,NT7686SW,"2000-03-07 21:45","2000-03-14 20:50",200003,5.380,3.100," ",.023,<,.003," ",.004," ",.008," ",.047," ",.229," ",.021," ",.158,0,-9,1512.500,-9.990,22.278,"w ","            ",
CO10,NT7728SW,"2000-03-14 20:50","2000-03-20 20:00",200003,5.010,7.700," ",.112," ",.010," ",.009," ",.025," ",.048," ",.914," ",.058," ",.216,0,-9,725.200,10.922,10.922,"w ","            ",
CO10,NT8064SW,"2000-03-20 20:00","2000-03-28 15:55",200003,5.170,8.300," ",.331," ",.034," ",.051," ",.061," ",.150," ",1.263," ",.075," ",.688,0,-9,300.900,4.572,4.572,"w ","            ",
CO10,NT8303SW,"2000-03-28 15:55","2000-04-04 23:12",200004,5.180,4.500," ",.049," ",.006," ",.007," ",.014," ",.040," ",.536," ",.029," ",.122,0,-9,663.700,10.922,10.922,"w ","            ",
CO10,NT8594SW,"2000-04-04 23:12","2000-04-11 17:40",200004,5.630,9.400," ",.525," ",.058," ",.040," ",.393," ",.222," ",2.106," ",.169," ",1.009,0,-9,182.700,2.540,2.540,"w ","            ",
CO10,NT8796SW,"2000-04-11 17:40","2000-04-18 20:00",200004,5.640,3.400," ",.229," ",.017," ",.007," ",.030," ",.027," ",.387," ",.040," ",.261,0,-9,429.100,6.604,6.604,"w ","            ",
CO10,NT9043SW,"2000-04-18 20:00","2000-04-25 20:05",200004,5.670,4.900," ",.350," ",.034," ",.016," ",.044," ",.058," ",.831," ",.081," ",.396,0,-9,372.200,5.588,5.588,"w ","            ",
CO10,NT9281SW,"2000-04-25 20:05","2000-05-02 17:15",200004,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,NT9395SW,"2000-05-02 17:15","2000-05-09 17:00",200005,5.500,2.600," ",.061," ",.005," ",.008," ",.017," ",.035," ",.243," ",.031," ",.121,0,-9,1821.000,-9.990,26.822,"w ","            ",
CO10,NT9628SW,"2000-05-09 17:00","2000-05-17 00:25",200005,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,NT9968SW,"2000-05-17 00:25","2000-05-24 21:50",200005,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,153.900,2.540,2.540,"  ","c           ",
CO10,NU0134SW,"2000-05-24 21:50","2000-05-30 16:15",200005,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.100,12.192,12.192,"  ","vu          ",
CO10,NU0310SW,"2000-05-30 16:15","2000-06-06 13:15",200006,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,NU0581SW,"2000-06-06 13:15","2000-06-14 02:10",200006,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,512.600,5.588,5.588,"  ","uc          ",
CO10,NU0803SW,"2000-06-14 02:10","2000-06-20 12:40",200006,5.770,6.800," ",.288," ",.039," ",.027," ",.123," ",.306," ",1.035," ",.167," ",.638,0,-9,1105.100,15.494,15.494,"w ","            ",
CO10,NU1082SW,"2000-06-20 12:40","2000-06-28 02:10",200006,5.310,7.600," ",.225," ",.026," ",.026," ",.040," ",.303," ",1.214," ",.102," ",.621,0,-9,396.600,6.350,6.350,"w ","            ",
CO10,NU1317SW,"2000-06-28 02:10","2000-07-05 02:23",200007,5.090,12.600," ",.498," ",.052," ",.044," ",.080," ",.400," ",2.557," ",.183," ",.900,0,-9,156.700,2.286,2.286,"w ","            ",
CO10,NU1554SW,"2000-07-05 02:23","2000-07-12 01:05",200007,5.030,5.600," ",.027," ",.005," ",.006," ",.016," ",.083," ",.569," ",.035," ",.282,0,-9,1124.600,16.256,16.256,"w ","            ",
CO10,NU1811SW,"2000-07-12 01:05","2000-07-19 02:00",200007,4.710,11.600," ",.127," ",.013," ",.010," ",.021," ",.123," ",1.301," ",.051," ",.476,0,-9,1820.900,22.606,22.606,"w ","            ",
CO10,NU2068SW,"2000-07-19 02:00","2000-07-26 03:05",200007,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,24.900,.254,.254,"  ","v           ",
CO10,NU2254SW,"2000-07-26 03:05","2000-08-01 19:30",200007,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,19.500,.254,.254,"  ","v           ",
CO10,NU2387SW,"2000-08-01 19:30","2000-08-07 12:25",200008,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,103.700,1.016,1.016,"  ","c           ",
CO10,NU2818SW,"2000-08-07 12:25","2000-08-16 01:50",200008,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2366.800,32.258,32.258,"  ","e           ",
CO10,NU2994SW,"2000-08-16 01:50","2000-08-23 00:30",200008,4.840,10.200," ",.127," ",.019," ",.018," ",.046," ",.252," ",1.316," ",.079," ",.683,0,-9,1877.400,26.416,26.416,"w ","            ",
CO10,NU3089SW,"2000-08-23 00:30","2000-08-29 14:55",200008,4.620,13.100," ",.103," ",.009," ",.009," ",.024," ",.170," ",1.421," ",.056," ",.735,0,-9,920.800,15.240,15.240,"w ","            ",
CO10,NU3496SW,"2000-08-29 14:55","2000-09-06 17:35",200009,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,446.900,6.350,6.350,"  ","e           ",
CO10,NU3678SW,"2000-09-06 17:35","2000-09-12 21:30",200009,4.880,8.100," ",.086," ",.006," ",.008," ",.012," ",.140," ",.746," ",.038," ",.608,0,-9,899.100,12.954,12.954,"w ","            ",
CO10,NU4013SW,"2000-09-12 21:30","2000-09-20 15:10",200009,4.970,7.300," ",.150," ",.013," ",.007," ",.018," ",.050," ",1.056," ",.054," ",.315,0,-9,372.800,4.826,4.826,"w ","            ",
CO10,NU4140SW,"2000-09-20 15:10","2000-09-26 15:35",200009,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,783.500,-9.990,11.540,"  ","c           ",
CO10,NU4393SW,"2000-09-26 15:35","2000-10-03 14:55",200009,5.090,4.800," ",.043," ",.005,<,.003," ",.005," ",.039," ",.415," ",.028," ",.259,0,-9,400.100,6.096,6.096,"w ","            ",
CO10,NU4710SW,"2000-10-03 14:57","2000-10-10 15:21",200010,4.920,10.200," ",.185," ",.020," ",.011," ",.041," ",.232," ",1.232," ",.070," ",.809,0,-9,1139.600,19.050,19.050,"w ","            ",
CO10,NU4915SW,"2000-10-10 15:21","2000-10-17 15:35",200010,5.050,5.500," ",.048," ",.005," ",.007," ",.013," ",.068," ",.365," ",.036," ",.526,0,-9,257.900,3.810,3.810,"w ","            ",
CO10,NU5158SW,"2000-10-17 15:35","2000-10-24 15:41",200010,5.250,3.500," ",.023,<,.003,<,.003,<,.003," ",.035," ",.235,<,.005," ",.147,0,-9,805.600,11.684,11.684,"w ","            ",
CO10,NU5359SW,"2000-10-24 15:48","2000-10-31 16:21",200010,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,485.000,7.112,7.112,"  ","f           ",2003-06-19
CO10,NU5689SW,"2000-10-31 16:21","2000-11-07 16:19",200011,5.070,4.700," ",.043," ",.005," ",.016," ",.024," ",.024," ",.410," ",.021," ",.262,0,-9,729.000,18.796,18.796,"w ","            ",
CO10,NU5804SW,"2000-11-07 16:19","2000-11-14 17:27",200011,5.150,4.200," ",.054,<,.003," ",.011," ",.013,<,.020," ",.486," ",.023," ",.107,0,-9,472.000,7.620,7.620,"w ","            ",
CO10,NU6004SW,"2000-11-14 17:27","2000-11-21 15:24",200011,4.890,7.400," ",.071," ",.006," ",.014," ",.010,<,.020," ",1.041," ",.039," ",.098,0,-9,134.500,3.810,3.810,"w ","            ",
CO10,NU6386SW,"2000-11-21 15:24","2000-11-28 17:57",200011,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,11.900,.508,.508,"  ","v           ",
CO10,NU6505SW,"2000-11-28 17:57","2000-12-05 16:28",200012,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,-9.990,.000,"d ","            ",
CO10,NU6935SW,"2000-12-05 16:28","2000-12-12 19:30",200012,4.790,7.900," ",.032,<,.003," ",.011," ",.008," ",.023," ",.889," ",.032," ",.238,0,-9,885.900,25.146,25.146,"w ","            ",
CO10,NU7112SW,"2000-12-12 19:30","2000-12-20 00:45",200012,5.100,4.000," ",.015,<,.003,<,.003," ",.005," ",.023," ",.367," ",.019," ",.104,0,-9,1099.400,24.638,24.638,"w ","            ",
CO10,NU7291SW,"2000-12-20 00:45","2000-12-26 18:06",200012,5.000,9.300," ",.070," ",.009," ",.600," ",.187," ",.020," ",1.030," ",.700," ",.180,0,-9,162.700,4.826,4.826,"w ","            ",2002-06-15
CO10,NU7546SW,"2000-12-26 18:06","2001-01-02 16:23",200012,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.100,1.016,1.016,"  ","v           ",2002-06-15
CO10,NU7736SW,"2001-01-02 16:23","2001-01-09 17:30",200101,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.254,.254,"  ","v           ",2002-06-15
CO10,NU8046SW,"2001-01-09 17:30","2001-01-16 19:04",200101,5.030,6.300," ",.040," ",.007," ",.050," ",.072," ",.090," ",.600," ",.120," ",.100,0,-9,102.500,2.032,2.032,"w ","            ",2002-06-15
CO10,NU8231SW,"2001-01-16 19:04","2001-01-23 21:01",200101,5.210,10.100," ",.110," ",.028," ",.322," ",.449,<,.110," ",.640," ",.770," ",.480,0,-9,27.500,-9.990,.405,wa,"            ",2002-06-15
CO10,NU8542SW,"2001-01-23 21:01","2001-01-30 20:41",200101,5.420,3.500," ",.010,<,.003,<,.003,<,.003,<,.020," ",.210," ",.020," ",.060,0,-9,500.200,15.240,15.240,"w ","            ",2002-06-15
CO10,NU8728SW,"2001-01-30 20:41","2001-02-06 17:18",200102,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,11.100,.508,.508,"  ","vc          ",2002-06-15
CO10,NU9041SW,"2001-02-06 17:18","2001-02-13 18:49",200102,5.290,5.700," ",.240," ",.022," ",.020," ",.052," ",.020," ",.920," ",.070," ",.230,0,-9,383.800,9.652,9.652,"w ","            ",2002-06-15
CO10,NU9402SW,"2001-02-13 18:49","2001-02-20 15:56",200102,5.040,5.000," ",.060," ",.005," ",.009," ",.020,<,.020," ",.480," ",.040," ",.180,0,-9,479.600,12.192,12.192,"w ","            ",2002-06-15
CO10,NU9415SW,"2001-02-20 15:56","2001-02-27 18:21",200102,5.000,5.600," ",.040," ",.004,<,.003," ",.012,<,.020," ",.700," ",.030," ",.100,0,-9,1181.400,30.226,30.226,"w ","            ",2002-06-15
CO10,NU9711SW,"2001-02-27 18:21","2001-03-06 19:35",200103,5.210,5.900," ",.050," ",.007," ",.110," ",.203," ",.080," ",.530," ",.290," ",.180,0,-9,165.200,2.540,2.540,"w ","            ",2002-06-15
CO10,NU9861SW,"2001-03-06 19:35","2001-03-13 15:22",200103,4.950,6.800," ",.060," ",.006," ",.008," ",.016," ",.080," ",.840," ",.030," ",.260,0,-9,636.400,10.160,10.160,"w ","            ",2002-06-15
CO10,NV0240SW,"2001-03-13 15:22","2001-03-20 16:29",200103,5.020,7.300," ",.170," ",.013," ",.023," ",.029," ",.080," ",1.150," ",.040," ",.220,0,-9,411.900,8.890,8.890,"w ","            ",2002-06-15
CO10,NV0461SW,"2001-03-20 16:29","2001-03-27 16:54",200103,5.280,5.000," ",.100," ",.010," ",.031," ",.036," ",.160," ",.800," ",.070," ",.210,0,-9,374.300,4.826,4.826,"w ","            ",2002-06-15
CO10,NV0709SW,"2001-03-27 16:54","2001-04-03 16:23",200103,5.730,3.800," ",.100," ",.013," ",.022," ",.040," ",.140," ",.480," ",.060," ",.250,0,-9,228.500,2.794,2.794,"w ","            ",2002-06-15
CO10,NV0823SW,"2001-04-03 16:23","2001-04-10 18:23",200104,5.610,3.700," ",.110," ",.011," ",.019," ",.025," ",.060," ",.460," ",.050," ",.200,0,-9,403.500,10.414,10.414,"w ","            ",2002-06-15
CO10,NV1183SW,"2001-04-10 18:23","2001-04-17 16:26",200104,5.470,4.300," ",.110," ",.011," ",.010," ",.038," ",.170," ",.620," ",.060," ",.280,0,-9,132.400,3.048,3.048,"w ","            ",2002-06-15
CO10,NV1294SW,"2001-04-17 16:26","2001-04-24 17:36",200104,5.510,4.700," ",.260," ",.023," ",.012," ",.032," ",.100," ",.570," ",.060," ",.450,0,-9,415.200,-9.990,6.115,"w ","            ",2002-06-15
