siteID,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,Na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,flagBr,Br,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO10,TA6302SW,"2005-05-17 17:00","2005-05-24 14:45",200505,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.000,-7.000,.127,"t ","            ",
CO10,TA6618SW,"2005-05-24 15:00","2005-05-31 14:30",200505,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,546.400,8.128,8.128,"  ","c           ",2006-08-23
CO10,TA6923SW,"2005-05-31 14:45","2005-06-07 18:15",200506,5.210,11.200," ",.488," ",.058," ",.064," ",.206," ",.318," ",1.656," ",.275," ",1.201,0,-9,409.900,6.858,6.858,"w ","            ",2006-08-23
CO10,TA7128SW,"2005-06-07 18:30","2005-06-14 17:15",200506,5.060,5.200," ",.034," ",.004," ",.009," ",.007," ",.088," ",.457," ",.029," ",.253,0,-9,1161.600,21.590,21.590,"w ","            ",2006-08-23
CO10,TA7457SW,"2005-06-14 17:30","2005-06-21 15:00",200506,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.600,.000,.000,"d ","            ",
CO10,TA7707SW,"2005-06-21 15:15","2005-06-28 15:15",200506,5.140,12.000," ",.256," ",.028," ",.096," ",.076," ",.569," ",1.313," ",.150," ",1.239,0,-9,565.300,8.128,8.128,"w ","            ",2006-08-23
CO10,TA8055SW,"2005-06-28 15:30","2005-07-05 14:45",200507,6.520,14.300," ",1.207," ",.082," ",.114," ",.076," ",.732," ",1.443," ",.140," ",1.376,0,-9,259.400,4.064,4.064,"w ","            ",2006-08-23
CO10,TA8362SW,"2005-07-05 15:00","2005-07-12 15:15",200507,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.500,.000,.000,"d ","            ",
CO10,TA8580SW,"2005-07-12 15:30","2005-07-19 14:45",200507,5.310,16.700," ",.999," ",.117," ",.111," ",.120," ",.606," ",2.878," ",.212," ",1.854,0,-9,231.900,3.302,3.302,"w ","            ",2006-08-23
CO10,TA8786SW,"2005-07-19 14:45","2005-07-26 15:45",200507,5.510,8.000," ",.272," ",.026," ",.055," ",.028," ",.413," ",1.234," ",.069," ",.587,0,-9,1148.600,18.796,18.796,"w ","            ",2006-08-23
CO10,TA9103SW,"2005-07-26 16:00","2005-08-02 15:45",200507,4.640,17.900," ",.365," ",.038," ",.031," ",.053," ",.399," ",2.484," ",.122," ",1.213,0,-9,178.200,2.540,2.540,"w ","            ",2006-08-23
CO10,TA9297SW,"2005-08-02 16:00","2005-08-09 14:45",200508,5.000,7.000," ",.101," ",.010," ",.010," ",.010," ",.137," ",.791," ",.032," ",.396,0,-9,3031.600,45.974,45.974,"w ","            ",2006-08-23
CO10,TA9564SW,"2005-08-09 15:00","2005-08-16 14:15",200508,4.970,7.800," ",.099," ",.011," ",.013," ",.009," ",.198," ",.967," ",.049," ",.400,0,-9,519.300,7.112,7.112,"w ","            ",2006-08-23
CO10,TA9914SW,"2005-08-16 14:30","2005-08-23 14:15",200508,5.050,6.700," ",.069," ",.008," ",.006," ",.018," ",.110," ",.642," ",.037," ",.365,0,-9,476.900,6.350,6.350,"w ","            ",2006-08-23
CO10,TB0179SW,"2005-08-23 14:30","2005-08-30 15:00",200508,4.850,11.800," ",.162," ",.022," ",.013," ",.060," ",.296," ",1.221," ",.101," ",1.036,0,-9,399.600,5.334,5.334,"w ","            ",2006-08-23
CO10,TB0354SW,"2005-08-30 15:15","2005-09-06 15:30",200509,4.910,14.200," ",.412," ",.053," ",.051," ",.079," ",.369," ",2.257," ",.169," ",1.029,0,-9,52.300,1.270,1.270,"w ","            ",2006-08-23
CO10,TB0677SW,"2005-09-06 15:45","2005-09-13 15:00",200509,5.030,5.700," ",.045," ",.005," ",.009," ",.008," ",.129," ",.521," ",.026," ",.386,0,-9,1425.500,23.368,23.368,"w ","            ",2006-08-23
CO10,TB0978SW,"2005-09-13 15:15","2005-09-20 16:15",200509,4.950,19.100," ",.984," ",.117," ",.104," ",.434," ",.249," ",3.062," ",.563," ",1.627,0,-9,23.800,.508,.508,wd,"            ",2006-08-23
CO10,TB1238SW,"2005-09-20 16:30","2005-09-27 15:30",200509,5.060,7.500," ",.102," ",.008," ",.008," ",.027," ",.220," ",.747," ",.051," ",.655,0,-9,1768.000,27.178,27.178,"w ","            ",2006-08-23
CO10,TB1497SW,"2005-09-27 15:45","2005-10-04 15:45",200510,5.160,5.700," ",.071," ",.005," ",.006," ",.012," ",.127," ",.357," ",.024," ",.509,0,-9,3044.800,42.926,42.926,"w ","            ",2006-08-23
CO10,TB1736SW,"2005-10-04 15:45","2005-10-11 15:00",200510,6.080,3.400," ",.321," ",.024," ",.020," ",.014," ",.072," ",.234," ",.026," ",.296,0,-9,1526.300,21.590,21.590,"w ","            ",2006-08-23
CO10,TB1906SW,"2005-10-11 15:00","2005-10-18 15:00",200510,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.100,.000,.000,"d ","            ",
CO10,TB2172SW,"2005-10-18 15:00","2005-10-25 15:30",200510,5.350,2.800," ",.019," ",.002," ",.003," ",.006," ",.035," ",.235," ",.011," ",.132,0,-9,1060.400,15.240,15.240,"w ","            ",2006-08-23
CO10,TB2484SW,"2005-10-25 15:30","2005-11-01 15:45",200510,5.090,4.900," ",.046," ",.004," ",.008," ",.008," ",.088," ",.415," ",.022," ",.315,0,-9,1031.100,17.780,17.780,"w ","            ",2006-08-23
CO10,TB2752SW,"2005-11-01 16:00","2005-11-08 17:00",200511,4.830,15.500," ",.667," ",.069," ",.095," ",.198," ",.246," ",2.455," ",.147," ",1.605,0,-9,130.400,1.778,1.778,"w ","            ",2006-08-23
CO10,TB3189SW,"2005-11-08 17:15","2005-11-15 16:15",200511,5.320,3.200," ",.038," ",.007," ",.004," ",.006," ",.054," ",.197," ",.012," ",.209,0,-9,1312.400,39.624,39.624,"w ","            ",2006-08-23
CO10,TB3202SW,"2005-11-15 16:15","2005-11-22 15:15",200511,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.300,.000,.000,"d ","            ",
CO10,TB3861SW,"2005-11-22 15:15","2005-11-29 17:00",200511,4.910,9.700," ",.224," ",.025," ",.036," ",.049," ",.034," ",1.248," ",.051," ",.453,0,-9,158.400,6.096,6.096,"w ","            ",2006-08-23
CO10,TB3759SW,"2005-11-29 17:15","2005-12-06 17:45",200512,4.970,6.400," ",.069," ",.006," ",.005," ",.042," ",.038," ",.689," ",.037," ",.217,0,-9,1362.700,43.180,43.180,"w ","            ",2006-08-23
CO10,TB4128SW,"2005-12-06 18:00","2005-12-13 18:15",200512,5.000,6.200," ",.039," ",.006," ",.006," ",.008," ",.026," ",.594," ",.022," ",.277,0,-9,217.900,4.826,4.826,"w ","            ",2006-08-23
CO10,TB4316SW,"2005-12-13 18:30","2005-12-20 17:15",200512,4.930,7.700," ",.059," ",.005," ",.004," ",.007," ",.040," ",1.002," ",.025," ",.109,0,-9,830.900,14.986,14.986,"w ","            ",2006-08-23
CO10,TB4615SW,"2005-12-20 17:30","2005-12-27 17:30",200512,6.060,3.400," ",.321," ",.027," ",.011," ",.014," ",.036," ",.605," ",.017," ",.214,0,-9,450.600,9.652,9.652,"w ","            ",2006-08-23
CO10,TB4941SW,"2005-12-27 17:45","2006-01-03 17:00",200512,5.460,3.300," ",.030," ",.003," ",.004," ",.006," ",.034," ",.211," ",.014," ",.090,0,-9,1314.800,-9.990,19.366,"w ","            ",2006-08-23
CO10,TB5132SW,"2006-01-03 17:15","2006-01-10 18:00",200601,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,101.500,6.604,6.604,"  ","u           ",
CO10,TB5365SW,"2006-01-10 18:15","2006-01-17 17:30",200601,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,380.900,10.922,10.922,"  ","u           ",
CO10,TB5635SW,"2006-01-17 17:45","2006-01-24 17:00",200601,5.310,6.800," ",.372," ",.032," ",.020," ",.060," ",.062," ",1.578," ",.043," ",.259,0,-9,541.100,10.160,10.160,"w ","            ",
CO10,TB5901SW,"2006-01-24 17:15","2006-01-31 18:00",200601,5.110,4.800," ",.070," ",.007," ",.008," ",.016," ",.047," ",.464," ",.025," ",.176,0,-9,187.200,7.366,7.366,"w ","            ",
CO10,TB6195SW,"2006-01-31 18:15","2006-02-07 17:45",200602,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.700,2.794,2.794,"  ","v           ",
CO10,TB6437SW,"2006-02-07 18:00","2006-02-14 17:45",200602,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,3.100,.000,.000,"d ","            ",
CO10,TB6695SW,"2006-02-14 18:00","2006-02-21 17:15",200602,5.130,6.800," ",.237," ",.022," ",.022," ",.043," ",.097," ",1.436," ",.089," ",.161,0,-9,594.000,17.018,17.018,"w ","            ",
CO10,TB7088SW,"2006-02-21 17:30","2006-02-28 17:00",200602,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.200,.000,.000,"d ","            ",
CO10,TB7260SW,"2006-02-28 17:15","2006-03-07 17:45",200603,4.830,9.500," ",.163," ",.015," ",.007," ",.023," ",.087," ",1.314," ",.089," ",.357,0,-9,108.100,4.318,4.318,"w ","            ",
CO10,TB7506SW,"2006-03-07 18:00","2006-03-14 18:15",200603,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1284.900,24.130,24.130,"  ","u           ",
CO10,TB7866SW,"2006-03-14 18:30","2006-03-21 17:00",200603,5.230,5.100," ",.135," ",.013," ",.009," ",.029," ",.105," ",.680," ",.043," ",.355,0,-9,227.700,4.572,4.572,"w ","            ",
CO10,TB8077SW,"2006-03-21 17:15","2006-03-28 16:30",200603,6.170,9.300," ",.818," ",.082," ",.042," ",.277," ",.132," ",1.623," ",.083," ",.909,0,-9,97.900,2.540,2.540,"w ","            ",
CO10,TB8329SW,"2006-03-28 16:45","2006-04-04 16:30",200604,5.490,3.800," ",.079," ",.009," ",.006," ",.014," ",.071," ",.272," ",.027," ",.223,0,-9,750.900,15.494,15.494,"w ","            ",
CO10,TB8613SW,"2006-04-04 16:45","2006-04-11 17:00",200604,6.510,14.500," ",1.238," ",.114," ",.093," ",.252," ",.415," ",2.164," ",.187," ",1.666,0,-9,95.000,12.700,12.700,"w ","            ",
CO10,TB8934SW,"2006-04-11 17:00","2006-04-18 15:30",200604,5.990,3.500," ",.311," ",.024," ",.016," ",.019," ",.038," ",.333," ",.037," ",.294,0,-9,543.200,8.382,8.382,"w ","            ",
CO10,TB9157SW,"2006-04-18 15:45","2006-04-25 16:00",200604,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,7.200,-7.000,.127,"t ","            ",
CO10,TB9473SW,"2006-04-25 16:15","2006-05-02 15:45",200604,5.600,6.700," ",.380," ",.052," ",.030," ",.032," ",.270," ",.955," ",.061," ",.676,0,-9,224.500,3.048,3.048,"w ","            ",
CO10,TB9653SW,"2006-05-02 16:00","2006-05-09 15:15",200605,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,240.000,2.794,2.794,"  ","c           ",
CO10,TB9977SW,"2006-05-09 15:30","2006-05-16 15:15",200605,5.360,10.100," ",.328," ",.044," ",.041," ",.046," ",.362," ",1.153," ",.069," ",1.127,0,-9,165.000,2.540,2.540,"w ","            ",
CO10,TC0159SW,"2006-05-16 15:30","2006-05-23 15:35",200605,6.100,6.900," ",.358," ",.034," ",.056," ",.034," ",.366," ",.742," ",.055," ",.687,0,-9,1110.200,16.510,16.510,"w ","            ",
CO10,TC0467SW,"2006-05-23 15:50","2006-05-30 16:40",200605,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,TC0737SW,"2006-05-30 16:40","2006-06-06 16:50",200606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,TC1052SW,"2006-06-06 16:50","2006-06-13 23:00",200606,5.750,5.800," ",.223," ",.027," ",.217," ",.019," ",.251," ",.584," ",.047," ",.571,0,-9,1238.500,22.352,22.352,"w ","            ",
CO10,TC1270SW,"2006-06-13 23:00","2006-06-20 16:20",200606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,TC1530SW,"2006-06-20 16:20","2006-06-27 17:15",200606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.300,.000,.000,"d ","            ",
CO10,TC1921SW,"2006-06-27 17:15","2006-07-04 19:00",200607,5.000,8.000," ",.161," ",.017," ",.033," ",.012," ",.233," ",.996," ",.047," ",.527,0,-9,1177.700,20.320,20.320,"w ","            ",
CO10,TC2140SW,"2006-07-04 19:00","2006-07-11 17:45",200607,5.290,3.900," ",.041," ",.004," ",.012," ",.007," ",.123," ",.437," ",.022," ",.189,0,-9,1366.200,53.340,53.340,"w ","            ",
CO10,TC2392SW,"2006-07-11 17:47","2006-07-18 17:48",200607,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,413.600,-9.990,6.092,"  ","c           ",
CO10,TC2582SW,"2006-07-18 17:50","2006-07-25 17:37",200607,4.930,9.000," ",.186," ",.018," ",.021," ",.018," ",.266," ",1.215," ",.052," ",.536,0,-9,1395.900,-9.990,20.561,"w ","            ",
CO10,TC2835SW,"2006-07-25 17:44","2006-08-01 17:40",200607,5.140,8.300," ",.262," ",.029," ",.057," ",.026," ",.311," ",1.184," ",.066," ",.614,0,-9,1571.400,29.210,29.210,"w ","            ",
CO10,TC3055SW,"2006-08-01 17:40","2006-08-08 16:53",200608,5.030,6.300," ",.060," ",.007," ",.011," ",.012," ",.147," ",.717," ",.036," ",.303,0,-9,2554.200,36.830,36.830,"w ","            ",
CO10,TC3394SW,"2006-08-08 16:53","2006-08-15 16:35",200608,4.820,9.100," ",.136," ",.015," ",.013," ",.022," ",.148," ",1.281," ",.069," ",.414,0,-9,295.600,3.810,3.810,"w ","            ",
CO10,TC3619SW,"2006-08-15 16:35","2006-08-22 16:30",200608,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,331.500,8.890,8.890,"  ","c           ",
CO10,TC3981SW,"2006-08-22 16:30","2006-08-29 17:25",200608,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1164.800,21.336,21.336,"  ","uc          ",
CO10,TC4195SW,"2006-08-29 17:29","2006-09-05 18:22",200609,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,TC4514SW,"2006-09-05 18:22","2006-09-12 15:44",200609,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1195.800,21.082,21.082,"  ","u           ",
CO10,TC4787SW,"2006-09-12 15:45","2006-09-19 15:35",200609,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1062.200,21.082,21.082,"  ","uc          ",
CO10,TC5184SW,"2006-09-19 15:35","2006-09-26 15:15",200609,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1017.200,22.860,22.860,"  ","u           ",
CO10,TC5302SW,"2006-09-26 15:15","2006-10-03 16:00",200609,5.170,6.600," ",.183," ",.017," ",.032," ",.039," ",.230," ",.944," ",.087," ",.552,0,-9,457.100,6.350,6.350,"w ","            ",
CO10,TC5567SW,"2006-10-03 16:00","2006-10-10 15:00",200610,5.270,3.500," ",.026," ",.002," ",.005," ",.009," ",.066," ",.256," ",.020," ",.195,0,-9,2055.200,26.162,26.162,"w ","            ",
CO10,TC5945SW,"2006-10-10 15:00","2006-10-17 17:47",200610,5.370,2.400," ",.027," ",.002," ",.006," ",.008," ",.050," ",.204," ",.015," ",.108,0,-9,1679.100,20.828,20.828,"w ","            ",
CO10,TC6109SW,"2006-10-17 17:47","2006-10-24 15:15",200610,4.880,7.500," ",.081," ",.006," ",.024," ",.008," ",.108," ",.624," ",.021," ",.613,0,-9,783.400,15.494,15.494,"w ","            ",
CO10,TC6404SW,"2006-10-24 15:15","2006-10-31 16:15",200610,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,10.000,3.810,3.810,"  ","v           ",
CO10,TC6655SW,"2006-10-31 16:15","2006-11-07 17:00",200611,4.890,7.600," ",.066," ",.007," ",.009," ",.012," ",.068," ",1.216," ",.031," ",.130,0,-9,68.500,1.270,1.270,"w ","            ",
CO10,TC6940SW,"2006-11-07 17:00","2006-11-14 17:00",200611,5.150,4.200," ",.059," ",.006," ",.007," ",.013," ",.031," ",.428," ",.015," ",.205,0,-9,885.800,20.320,20.320,"w ","            ",
CO10,TC7174SW,"2006-11-14 17:00","2006-11-21 15:45",200611,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.800,.000,.000,"d ","            ",
CO10,TC7545SW,"2006-11-21 15:45","2006-11-28 16:15",200611,4.750,8.600," ",.066," ",.007," ",.026," ",.044," ",.058," ",1.155," ",.087," ",.185,0,-9,262.400,16.510,16.510,"w ","            ",
CO10,TC7713SW,"2006-11-28 16:15","2006-12-05 16:00",200612,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,5.800,5.080,5.080,"  ","v           ",
CO10,TC8018SW,"2006-12-05 16:00","2006-12-12 15:45",200612,5.100,4.800," ",.067," ",.008," ",.042," ",.051," ",.007," ",.333," ",.060," ",.127,0,-9,56.900,1.524,1.524,"w ","            ",
CO10,TC8267SW,"2006-12-12 15:45","2006-12-19 16:45",200612,5.140,4.300," ",.034," ",.003," ",.009," ",.015," ",.045," ",.209," ",.022," ",.355,0,-9,355.400,5.588,5.588,"w ","            ",
CO10,TC8460SW,"2006-12-19 16:45","2006-12-26 17:01",200612,5.020,5.500," ",.036," ",.004," ",.012," ",.029," ",.063," ",.216," ",.024," ",.532,0,-9,110.700,1.524,1.524,"w ","            ",
CO10,TC8707SW,"2006-12-26 17:15","2007-01-02 17:45",200612,5.230,3.200," ",.036," ",.002," ",.005," ",.014," ",.005," ",.283," ",.021," ",.139,0,-9,230.500,4.572,4.572,"w ","            ",
CO10,TC8986SW,"2007-01-02 17:45","2007-01-09 17:30",200701,4.960,6.500," ",.124," ",.011," ",.009," ",.018," ",.066," ",1.135," ",.028," ",.190,0,-9,762.800,16.510,16.510,"w ","            ",
CO10,TC9245SW,"2007-01-09 17:30","2007-01-16 17:30",200701,5.440,2.900," ",.097," ",.007," ",.014," ",.022," ",.035," ",.237," ",.023," ",.201,0,-9,275.600,6.350,6.350,"w ","            ",
CO10,TC9576SW,"2007-01-16 17:30","2007-01-23 17:30",200701,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.500,.000,.000,"d ","            ",
CO10,TC9735SW,"2007-01-23 17:30","2007-01-30 15:45",200701,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.200,.000,.000,"d ","            ",
CO10,TD0202SW,"2007-01-30 15:45","2007-02-06 16:15",200702,4.790,8.700," ",.069," ",.005," ",.006," ",.019," ",.041," ",1.083," ",.029," ",.286,0,-9,248.400,5.080,5.080,"w ","            ",
CO10,TD0399SW,"2007-02-06 16:15","2007-02-13 16:30",200702,5.510,3.900," ",.087," ",.050," ",.013," ",.026," ",.053," ",.455," ",.080," ",.164,0,-9,781.500,13.970,13.970,"w ","            ",
CO10,TD0699SW,"2007-02-13 16:30","2007-02-20 16:30",200702,5.290,3.500," ",.050," ",.004," ",.006," ",.018," ",.056," ",.344," ",.032," ",.192,0,-9,769.100,18.288,18.288,"w ","            ",
CO10,TD1009SW,"2007-02-20 16:30","2007-02-27 16:15",200702,5.230,4.000," ",.074," ",.007," ",.009," ",.024," ",.084," ",.555," ",.033," ",.157,0,-9,495.500,13.970,13.970,"w ","            ",
CO10,TD1148SW,"2007-02-27 16:15","2007-03-06 16:30",200703,6.850,9.000," ",1.319," ",.087," ",.027," ",.074," ",.085," ",.678," ",.077," ",.229,0,-9,560.200,13.462,13.462,"w ","            ",
CO10,TD1839SW,"2007-03-06 16:30","2007-03-13 15:45",200703,4.870,7.000," ",.076," ",.009," ",.007," ",.012," ",.082," ",1.000," ",.036," ",.212,0,-9,598.300,11.430,11.430,"w ","            ",
CO10,TD1648SW,"2007-03-13 15:45","2007-03-20 15:45",200703,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO10,TD1874SW,"2007-03-20 15:45","2007-03-27 14:30",200703,5.140,5.100," ",.071," ",.008," ",.009," ",.020," ",.105," ",.532," ",.042," ",.278,0,-9,548.300,7.620,7.620,"w ","            ",
CO10,TD2299SW,"2007-03-27 14:30","2007-04-03 15:45",200703,5.300,4.100," ",.102," ",.008," ",.030," ",.037," ",.090," ",.570," ",.055," ",.181,0,-9,124.300,1.270,1.270,"w ","            ",
CO10,TD2471SW,"2007-04-03 15:45","2007-04-10 15:00",200704,6.020,5.000," ",.306," ",.036," ",.017," ",.065," ",.235," ",.802," ",.066," ",.424,0,-9,963.500,16.510,16.510,"w ","            ",
CO10,TD2802SW,"2007-04-10 15:00","2007-04-17 13:45",200704,6.070,6.000," ",.526," ",.042," ",.030," ",.093," ",.153," ",.815," ",.093," ",.728,0,-9,739.200,8.636,8.636,"w ","            ",
CO10,TD3068SW,"2007-04-17 13:45","2007-04-24 15:30",200704,5.550,7.700," ",.539," ",.056," ",.034," ",.084," ",.184," ",1.051," ",.143," ",.990,0,-9,171.900,3.048,3.048,"w ","            ",
CO10,TD3254SW,"2007-04-24 15:30","2007-05-01 14:00",200704,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,7.700,.254,.254,"  ","v           ",
CO10,TD3529SW,"2007-05-01 14:00","2007-05-08 13:30",200705,5.520,6.300," ",.299," ",.032," ",.025," ",.053," ",.287," ",.995," ",.062," ",.809,0,-9,734.800,12.192,12.192,"w ","            ",
CO10,TD3867SW,"2007-05-08 13:30","2007-05-15 15:30",200705,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,200.400,1.524,1.524,"  ","c           ",
CO10,TD4013SW,"2007-05-15 15:30","2007-05-22 15:45",200705,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,306.400,5.334,5.334,"  ","c           ",
CO10,TD4211SW,"2007-05-22 15:45","2007-05-29 15:45",200705,4.940,8.700," ",.331," ",.033," ",.092," ",.137," ",.082," ",.326," ",.189," ",.337,0,-9,47.300,1.524,1.524,wd,"            ",2008-08-15
CO10,TD4614SW,"2007-05-29 15:45","2007-06-05 15:35",200706,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,133.200,2.032,2.032,"  ","c           ",
CO10,TD4756SW,"2007-06-05 15:35","2007-06-12 15:15",200706,6.550,7.800," ",.902," ",.049," ",.038," ",.072," ",.203," ",.522," ",.080," ",.652,0,-9,1022.000,-9.990,15.053,"w ","            ",
CO10,TD5044SW,"2007-06-12 15:15","2007-06-19 16:02",200706,4.750,8.400," ",.063," ",.006," ",.011," ",.037," ",.009," ",.065," ",.052," ",.037,0,-9,94.000,-9.990,1.384,"w ","            ",
CO10,TD5896SW,"2007-06-19 16:02","2007-06-26 20:37",200706,5.210,23.200," ",1.559," ",.208," ",.212," ",.330," ",.641," ",4.615," ",.609," ",2.731,0,-9,54.900,-9.990,.808,"w ","            ",
CO10,TD5905SW,"2007-06-26 20:45","2007-07-03 16:30",200706,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.900,.000,.000,"d ","            ",
CO10,TD5838SW,"2007-07-03 16:30","2007-07-10 16:45",200707,6.480,15.700," ",.979," ",.094," ",.219," ",.073," ",1.114," ",2.283," ",.255," ",1.319,0,-9,107.600,-9.990,1.584,"w ","            ",
CO10,TD6349SW,"2007-07-10 16:45","2007-07-17 16:30",200707,6.060,17.600," ",.795," ",.089," ",.570," ",.491," ",.950," ",1.930," ",.801," ",1.052,0,-9,261.800,-9.990,3.856,"w ","            ",
CO10,TD6378SW,"2007-07-17 16:30","2007-07-24 16:45",200707,5.230,5.500," ",.089," ",.014," ",.092," ",.075," ",.187," ",.687," ",.133," ",.293,0,-9,2662.400,-9.990,39.216,"w ","            ",
CO10,TD7512SW,"2007-07-24 16:58","2007-07-31 16:05",200707,5.230,3.800," ",.032," ",.003," ",.009," ",.007," ",.120," ",.453," ",.025," ",.152,0,-9,2261.900,-9.990,33.317,"w ","            ",
CO10,TD7491SW,"2007-07-31 16:05","2007-08-07 16:15",200708,5.070,4.400," ",.036," ",.007," ",.009," ",.005," ",.084," ",.574," ",.024," ",.132,0,-9,672.800,-9.990,9.910,"w ","            ",
CO10,TD7531SW,"2007-08-07 16:15","2007-08-14 16:40",200708,4.530,23.000," ",.701," ",.078," ",.058," ",.153," ",.326," ",3.378," ",.251," ",1.509,0,-9,35.600,-9.990,.524,wd,"            ",2008-08-15
